1a3aA
TM	RMSD	GDTTS	MODEL
0.3441	16.70	17.95	./distfold-jobs/output-1bsgA/1bsgA_model3.pdb
0.3483	13.94	17.67	./distfold-jobs/output-1bsgA/1bsgA_model5.pdb
0.3521	14.73	18.61	./distfold-jobs/output-1bsgA/1bsgA_7.pdb
1c44A
TM	RMSD	GDTTS	MODEL
0.0898	67.87	8.74	./distfold-jobs/output-1c44A/extended.pdb
0.1650	20.52	17.68	./distfold-jobs/output-1c44A/1c44A_2.pdb
0.1725	20.16	17.48	./distfold-jobs/output-1c44A/1c44A_6.pdb
0.1728	20.66	15.45	./distfold-jobs/output-1c44A/1c44A_18.pdb
0.1886	21.86	18.90	./distfold-jobs/output-1c44A/1c44A_9.pdb
0.1900	20.19	18.70	./distfold-jobs/output-1c44A/1c44A_1.pdb
0.1915	21.13	18.90	./distfold-jobs/output-1c44A/1c44A_13.pdb
0.1921	16.86	18.50	./distfold-jobs/output-1c44A/1c44A_10.pdb
0.1954	18.63	19.51	./distfold-jobs/output-1c44A/1c44A_model3.pdb
0.2007	21.18	17.89	./distfold-jobs/output-1c44A/1c44A_7.pdb
0.2024	20.85	19.31	./distfold-jobs/output-1c44A/1c44A_model4.pdb
0.2039	18.74	19.72	./distfold-jobs/output-1c44A/1c44A_11.pdb
0.2054	20.35	18.90	./distfold-jobs/output-1c44A/1c44A_17.pdb
0.2068	19.86	19.72	./distfold-jobs/output-1c44A/1c44A_5.pdb
0.2136	18.30	20.73	./distfold-jobs/output-1c44A/1c44A_8.pdb
0.2190	21.09	20.93	./distfold-jobs/output-1c44A/1c44A_model1.pdb
0.2222	17.97	20.33	./distfold-jobs/output-1c44A/1c44A_4.pdb
0.2241	19.81	19.31	./distfold-jobs/output-1c44A/1c44A_16.pdb
0.2318	16.08	22.36	./distfold-jobs/output-1c44A/1c44A_model5.pdb
0.2360	16.36	22.15	./distfold-jobs/output-1c44A/1c44A_model2.pdb
0.2499	12.62	21.95	./distfold-jobs/output-1c44A/1c44A_15.pdb
1c52A
TM	RMSD	GDTTS	MODEL
0.0764	73.34	7.63	./distfold-jobs/output-1c52A/extended.pdb
0.1866	23.69	15.65	./distfold-jobs/output-1c52A/1c52A_16.pdb
0.1926	23.75	17.18	./distfold-jobs/output-1c52A/1c52A_5.pdb
0.1996	21.52	16.98	./distfold-jobs/output-1c52A/1c52A_18.pdb
0.2121	23.35	17.94	./distfold-jobs/output-1c52A/1c52A_4.pdb
0.2179	26.43	19.47	./distfold-jobs/output-1c52A/1c52A_10.pdb
0.2281	20.54	20.42	./distfold-jobs/output-1c52A/1c52A_9.pdb
0.2323	24.16	20.04	./distfold-jobs/output-1c52A/1c52A_model5.pdb
0.2354	23.96	20.23	./distfold-jobs/output-1c52A/1c52A_17.pdb
0.2357	25.86	21.18	./distfold-jobs/output-1c52A/1c52A_7.pdb
0.2373	27.38	21.37	./distfold-jobs/output-1c52A/1c52A_20.pdb
0.2396	22.94	20.42	./distfold-jobs/output-1c52A/1c52A_19.pdb
0.2416	27.56	20.61	./distfold-jobs/output-1c52A/1c52A_8.pdb
0.2431	24.97	20.99	./distfold-jobs/output-1c52A/1c52A_3.pdb
0.2461	23.40	21.37	./distfold-jobs/output-1c52A/1c52A_model2.pdb
0.2576	24.38	21.76	./distfold-jobs/output-1c52A/1c52A_2.pdb
0.2599	24.52	22.52	./distfold-jobs/output-1c52A/1c52A_model3.pdb
0.2637	22.68	23.47	./distfold-jobs/output-1c52A/1c52A_15.pdb
0.2719	20.17	24.05	./distfold-jobs/output-1c52A/1c52A_6.pdb
0.2814	25.67	24.24	./distfold-jobs/output-1c52A/1c52A_model4.pdb
0.2982	23.18	25.19	./distfold-jobs/output-1c52A/1c52A_model1.pdb
1c9oA
TM	RMSD	GDTTS	MODEL
0.1247	43.70	15.53	./distfold-jobs/output-1c9oA/extended.pdb
0.1716	11.86	20.45	./distfold-jobs/output-1c9oA/1c9oA_18.pdb
0.1778	10.18	23.86	./distfold-jobs/output-1c9oA/1c9oA_model3.pdb
0.1808	10.48	23.48	./distfold-jobs/output-1c9oA/1c9oA_1.pdb
0.1876	11.13	21.97	./distfold-jobs/output-1c9oA/1c9oA_model2.pdb
0.1890	11.00	20.45	./distfold-jobs/output-1c9oA/1c9oA_2.pdb
0.1893	11.05	22.35	./distfold-jobs/output-1c9oA/1c9oA_8.pdb
0.1954	9.77	24.62	./distfold-jobs/output-1c9oA/1c9oA_model4.pdb
0.1986	10.27	23.48	./distfold-jobs/output-1c9oA/1c9oA_20.pdb
0.1991	15.35	23.11	./distfold-jobs/output-1c9oA/1c9oA_9.pdb
0.2009	10.14	22.35	./distfold-jobs/output-1c9oA/1c9oA_model5.pdb
0.2012	14.66	25.00	./distfold-jobs/output-1c9oA/1c9oA_15.pdb
0.2017	10.40	24.62	./distfold-jobs/output-1c9oA/1c9oA_10.pdb
0.2100	14.16	24.24	./distfold-jobs/output-1c9oA/1c9oA_7.pdb
0.2103	15.08	24.24	./distfold-jobs/output-1c9oA/1c9oA_6.pdb
0.2164	10.98	25.00	./distfold-jobs/output-1c9oA/1c9oA_14.pdb
0.2276	14.46	27.27	./distfold-jobs/output-1c9oA/1c9oA_model1.pdb
0.2316	9.29	26.52	./distfold-jobs/output-1c9oA/1c9oA_16.pdb
0.2326	14.62	26.89	./distfold-jobs/output-1c9oA/1c9oA_3.pdb
0.2382	15.16	27.27	./distfold-jobs/output-1c9oA/1c9oA_12.pdb
0.2472	14.69	30.30	./distfold-jobs/output-1c9oA/1c9oA_5.pdb
1cc8A
TM	RMSD	GDTTS	MODEL
0.1360	46.82	15.28	./distfold-jobs/output-1cc8A/extended.pdb
0.1904	12.38	24.31	./distfold-jobs/output-1cc8A/1cc8A_model5.pdb
0.2040	12.91	26.04	./distfold-jobs/output-1cc8A/1cc8A_5.pdb
0.2088	11.59	27.78	./distfold-jobs/output-1cc8A/1cc8A_10.pdb
0.2153	13.43	26.39	./distfold-jobs/output-1cc8A/1cc8A_17.pdb
0.2157	12.40	28.82	./distfold-jobs/output-1cc8A/1cc8A_1.pdb
0.2157	12.63	28.47	./distfold-jobs/output-1cc8A/1cc8A_14.pdb
0.2159	12.21	27.43	./distfold-jobs/output-1cc8A/1cc8A_11.pdb
0.2164	13.21	28.47	./distfold-jobs/output-1cc8A/1cc8A_20.pdb
0.2176	12.77	26.39	./distfold-jobs/output-1cc8A/1cc8A_9.pdb
0.2180	11.84	28.82	./distfold-jobs/output-1cc8A/1cc8A_3.pdb
0.2190	13.12	26.74	./distfold-jobs/output-1cc8A/1cc8A_2.pdb
0.2253	13.21	27.78	./distfold-jobs/output-1cc8A/1cc8A_model3.pdb
0.2331	12.68	26.04	./distfold-jobs/output-1cc8A/1cc8A_15.pdb
0.2493	12.88	29.51	./distfold-jobs/output-1cc8A/1cc8A_6.pdb
0.2565	9.14	34.38	./distfold-jobs/output-1cc8A/1cc8A_model2.pdb
0.2916	8.07	36.81	./distfold-jobs/output-1cc8A/1cc8A_7.pdb
0.3278	7.15	40.97	./distfold-jobs/output-1cc8A/1cc8A_16.pdb
0.3363	8.35	42.01	./distfold-jobs/output-1cc8A/1cc8A_model1.pdb
0.3384	7.48	42.01	./distfold-jobs/output-1cc8A/1cc8A_18.pdb
0.3830	7.48	47.22	./distfold-jobs/output-1cc8A/1cc8A_model4.pdb
1chdA
TM	RMSD	GDTTS	MODEL
0.0712	105.10	5.81	./distfold-jobs/output-1chdA/extended.pdb
0.2300	17.32	14.65	./distfold-jobs/output-1chdA/1chdA_14.pdb
0.2352	17.37	14.52	./distfold-jobs/output-1chdA/1chdA_16.pdb
0.2439	17.91	15.53	./distfold-jobs/output-1chdA/1chdA_3.pdb
0.3853	8.14	24.49	./distfold-jobs/output-1chdA/1chdA_20.pdb
0.4072	9.17	26.14	./distfold-jobs/output-1chdA/1chdA_17.pdb
0.4221	8.45	27.90	./distfold-jobs/output-1chdA/1chdA_model4.pdb
0.4274	8.54	27.27	./distfold-jobs/output-1chdA/1chdA_18.pdb
0.4347	8.29	29.67	./distfold-jobs/output-1chdA/1chdA_model5.pdb
0.4440	8.19	29.29	./distfold-jobs/output-1chdA/1chdA_11.pdb
0.4450	7.80	28.28	./distfold-jobs/output-1chdA/1chdA_12.pdb
0.4452	8.45	29.17	./distfold-jobs/output-1chdA/1chdA_model2.pdb
0.4483	8.09	28.28	./distfold-jobs/output-1chdA/1chdA_9.pdb
0.4492	8.52	28.91	./distfold-jobs/output-1chdA/1chdA_model3.pdb
0.4502	8.41	29.04	./distfold-jobs/output-1chdA/1chdA_1.pdb
0.4513	8.42	29.55	./distfold-jobs/output-1chdA/1chdA_8.pdb
0.4525	7.89	28.28	./distfold-jobs/output-1chdA/1chdA_5.pdb
0.4531	8.68	29.04	./distfold-jobs/output-1chdA/1chdA_13.pdb
0.4678	8.22	30.43	./distfold-jobs/output-1chdA/1chdA_model1.pdb
0.4760	8.55	31.44	./distfold-jobs/output-1chdA/1chdA_2.pdb
0.4811	7.69	31.06	./distfold-jobs/output-1chdA/1chdA_15.pdb
1cjwA
TM	RMSD	GDTTS	MODEL
0.0676	92.46	6.63	./distfold-jobs/output-1cjwA/extended.pdb
0.1961	19.98	15.36	./distfold-jobs/output-1cjwA/1cjwA_8.pdb
0.2026	19.00	15.36	./distfold-jobs/output-1cjwA/1cjwA_model4.pdb
0.2070	20.90	16.87	./distfold-jobs/output-1cjwA/1cjwA_9.pdb
0.2149	20.94	15.81	./distfold-jobs/output-1cjwA/1cjwA_19.pdb
0.2157	19.77	16.57	./distfold-jobs/output-1cjwA/1cjwA_3.pdb
0.2235	18.90	16.57	./distfold-jobs/output-1cjwA/1cjwA_2.pdb
0.2261	18.87	16.72	./distfold-jobs/output-1cjwA/1cjwA_20.pdb
0.2331	19.71	17.32	./distfold-jobs/output-1cjwA/1cjwA_model3.pdb
0.2446	20.67	17.77	./distfold-jobs/output-1cjwA/1cjwA_model2.pdb
0.2517	18.90	17.32	./distfold-jobs/output-1cjwA/1cjwA_1.pdb
0.2572	19.03	19.43	./distfold-jobs/output-1cjwA/1cjwA_15.pdb
0.2622	19.06	20.48	./distfold-jobs/output-1cjwA/1cjwA_6.pdb
0.2644	16.83	18.83	./distfold-jobs/output-1cjwA/1cjwA_14.pdb
0.2744	16.09	19.43	./distfold-jobs/output-1cjwA/1cjwA_12.pdb
0.2784	17.50	21.23	./distfold-jobs/output-1cjwA/1cjwA_model5.pdb
0.2836	18.73	21.54	./distfold-jobs/output-1cjwA/1cjwA_10.pdb
0.2849	18.14	20.48	./distfold-jobs/output-1cjwA/1cjwA_4.pdb
0.2893	14.76	21.23	./distfold-jobs/output-1cjwA/1cjwA_model1.pdb
0.2928	15.51	21.39	./distfold-jobs/output-1cjwA/1cjwA_18.pdb
0.3129	16.34	23.04	./distfold-jobs/output-1cjwA/1cjwA_16.pdb
1ckeA
TM	RMSD	GDTTS	MODEL
0.0682	115.00	5.42	./distfold-jobs/output-1ckeA/extended.pdb
0.2053	18.66	12.97	./distfold-jobs/output-1ckeA/1ckeA_9.pdb
0.2101	20.06	14.50	./distfold-jobs/output-1ckeA/1ckeA_1.pdb
0.2180	17.43	13.44	./distfold-jobs/output-1ckeA/1ckeA_11.pdb
0.2209	18.36	14.62	./distfold-jobs/output-1ckeA/1ckeA_16.pdb
0.2225	20.88	14.74	./distfold-jobs/output-1ckeA/1ckeA_3.pdb
0.2265	21.73	15.57	./distfold-jobs/output-1ckeA/1ckeA_6.pdb
0.2276	18.50	14.98	./distfold-jobs/output-1ckeA/1ckeA_15.pdb
0.2294	21.33	14.15	./distfold-jobs/output-1ckeA/1ckeA_5.pdb
0.2374	22.23	15.68	./distfold-jobs/output-1ckeA/1ckeA_4.pdb
0.2376	20.39	15.92	./distfold-jobs/output-1ckeA/1ckeA_10.pdb
0.2443	16.88	17.22	./distfold-jobs/output-1ckeA/1ckeA_model5.pdb
0.2521	18.21	16.16	./distfold-jobs/output-1ckeA/1ckeA_17.pdb
0.2535	19.10	15.45	./distfold-jobs/output-1ckeA/1ckeA_7.pdb
0.2589	15.68	14.86	./distfold-jobs/output-1ckeA/1ckeA_8.pdb
0.2670	18.74	17.57	./distfold-jobs/output-1ckeA/1ckeA_model4.pdb
0.2814	16.84	17.57	./distfold-jobs/output-1ckeA/1ckeA_model1.pdb
0.2858	15.92	18.28	./distfold-jobs/output-1ckeA/1ckeA_20.pdb
0.2938	19.55	18.63	./distfold-jobs/output-1ckeA/1ckeA_14.pdb
0.3054	17.39	19.69	./distfold-jobs/output-1ckeA/1ckeA_model2.pdb
0.3336	15.40	20.75	./distfold-jobs/output-1ckeA/1ckeA_model3.pdb
1ctfA
TM	RMSD	GDTTS	MODEL
0.1231	42.60	16.18	./distfold-jobs/output-1ctfA/extended.pdb
0.2416	10.87	30.88	./distfold-jobs/output-1ctfA/1ctfA_7.pdb
0.2490	11.26	32.35	./distfold-jobs/output-1ctfA/1ctfA_model3.pdb
0.2590	12.25	31.25	./distfold-jobs/output-1ctfA/1ctfA_8.pdb
0.2634	10.52	31.99	./distfold-jobs/output-1ctfA/1ctfA_13.pdb
0.2665	11.47	29.41	./distfold-jobs/output-1ctfA/1ctfA_2.pdb
0.2812	11.49	34.56	./distfold-jobs/output-1ctfA/1ctfA_15.pdb
0.2897	6.85	41.91	./distfold-jobs/output-1ctfA/1ctfA_20.pdb
0.2913	11.63	31.99	./distfold-jobs/output-1ctfA/1ctfA_11.pdb
0.2968	10.85	30.88	./distfold-jobs/output-1ctfA/1ctfA_1.pdb
0.2997	6.91	44.12	./distfold-jobs/output-1ctfA/1ctfA_17.pdb
0.3141	6.26	46.32	./distfold-jobs/output-1ctfA/1ctfA_18.pdb
0.3207	6.23	44.85	./distfold-jobs/output-1ctfA/1ctfA_4.pdb
0.3246	6.02	44.12	./distfold-jobs/output-1ctfA/1ctfA_12.pdb
0.3376	6.14	45.96	./distfold-jobs/output-1ctfA/1ctfA_14.pdb
0.3377	6.14	46.69	./distfold-jobs/output-1ctfA/1ctfA_9.pdb
0.3634	5.95	48.90	./distfold-jobs/output-1ctfA/1ctfA_6.pdb
0.3635	5.50	46.69	./distfold-jobs/output-1ctfA/1ctfA_model4.pdb
0.3686	5.89	47.79	./distfold-jobs/output-1ctfA/1ctfA_model1.pdb
0.3831	5.71	49.26	./distfold-jobs/output-1ctfA/1ctfA_model2.pdb
0.3921	6.00	49.26	./distfold-jobs/output-1ctfA/1ctfA_model5.pdb
1cxyA
TM	RMSD	GDTTS	MODEL
0.1086	48.85	12.35	./distfold-jobs/output-1cxyA/extended.pdb
0.1686	14.55	20.99	./distfold-jobs/output-1cxyA/1cxyA_model1.pdb
0.1771	14.58	20.06	./distfold-jobs/output-1cxyA/1cxyA_model5.pdb
0.1773	11.57	20.99	./distfold-jobs/output-1cxyA/1cxyA_12.pdb
0.1797	12.96	18.52	./distfold-jobs/output-1cxyA/1cxyA_9.pdb
0.1800	13.89	21.30	./distfold-jobs/output-1cxyA/1cxyA_8.pdb
0.1811	12.63	19.75	./distfold-jobs/output-1cxyA/1cxyA_11.pdb
0.1862	11.60	21.91	./distfold-jobs/output-1cxyA/1cxyA_19.pdb
0.1950	13.78	20.99	./distfold-jobs/output-1cxyA/1cxyA_model4.pdb
0.1974	11.46	22.53	./distfold-jobs/output-1cxyA/1cxyA_model2.pdb
0.1989	13.73	20.37	./distfold-jobs/output-1cxyA/1cxyA_model3.pdb
0.1993	11.20	23.77	./distfold-jobs/output-1cxyA/1cxyA_7.pdb
0.2009	13.02	22.22	./distfold-jobs/output-1cxyA/1cxyA_3.pdb
0.2028	11.63	24.07	./distfold-jobs/output-1cxyA/1cxyA_6.pdb
0.2043	10.80	24.69	./distfold-jobs/output-1cxyA/1cxyA_16.pdb
0.2143	11.91	22.84	./distfold-jobs/output-1cxyA/1cxyA_1.pdb
0.2161	9.89	26.23	./distfold-jobs/output-1cxyA/1cxyA_4.pdb
0.2290	13.91	25.62	./distfold-jobs/output-1cxyA/1cxyA_17.pdb
0.2318	12.06	22.84	./distfold-jobs/output-1cxyA/1cxyA_15.pdb
0.2331	9.85	25.62	./distfold-jobs/output-1cxyA/1cxyA_14.pdb
0.2429	9.78	27.78	./distfold-jobs/output-1cxyA/1cxyA_20.pdb
1cznA
TM	RMSD	GDTTS	MODEL
0.0745	92.00	6.66	./distfold-jobs/output-1cznA/extended.pdb
0.1664	30.39	13.91	./distfold-jobs/output-1cznA/1cznA_6.pdb
0.1713	27.63	13.91	./distfold-jobs/output-1cznA/1cznA_17.pdb
0.1792	32.12	14.50	./distfold-jobs/output-1cznA/1cznA_3.pdb
0.1872	33.42	14.94	./distfold-jobs/output-1cznA/1cznA_13.pdb
0.1923	28.60	15.24	./distfold-jobs/output-1cznA/1cznA_7.pdb
0.1967	28.64	16.12	./distfold-jobs/output-1cznA/1cznA_4.pdb
0.1978	28.61	15.38	./distfold-jobs/output-1cznA/1cznA_18.pdb
0.2020	29.74	15.98	./distfold-jobs/output-1cznA/1cznA_12.pdb
0.2114	31.14	16.57	./distfold-jobs/output-1cznA/1cznA_5.pdb
0.2122	26.02	16.57	./distfold-jobs/output-1cznA/1cznA_2.pdb
0.2136	29.62	17.46	./distfold-jobs/output-1cznA/1cznA_15.pdb
0.2148	28.82	16.42	./distfold-jobs/output-1cznA/1cznA_11.pdb
0.2161	27.38	15.53	./distfold-jobs/output-1cznA/1cznA_10.pdb
0.2239	31.02	16.86	./distfold-jobs/output-1cznA/1cznA_model5.pdb
0.2317	28.72	17.46	./distfold-jobs/output-1cznA/1cznA_model4.pdb
0.2379	26.13	18.20	./distfold-jobs/output-1cznA/1cznA_8.pdb
0.2408	28.87	18.79	./distfold-jobs/output-1cznA/1cznA_model2.pdb
0.2446	31.46	19.38	./distfold-jobs/output-1cznA/1cznA_model3.pdb
0.2451	31.79	19.82	./distfold-jobs/output-1cznA/1cznA_19.pdb
0.2461	27.28	20.12	./distfold-jobs/output-1cznA/1cznA_model1.pdb
1d0qA
TM	RMSD	GDTTS	MODEL
0.0956	61.37	9.80	./distfold-jobs/output-1d0qA/extended.pdb
0.2059	13.02	21.57	./distfold-jobs/output-1d0qA/1d0qA_6.pdb
0.2073	13.59	19.85	./distfold-jobs/output-1d0qA/1d0qA_4.pdb
0.2124	12.23	21.08	./distfold-jobs/output-1d0qA/1d0qA_3.pdb
0.2281	12.12	23.04	./distfold-jobs/output-1d0qA/1d0qA_11.pdb
0.2404	13.03	22.30	./distfold-jobs/output-1d0qA/1d0qA_10.pdb
0.2446	13.14	23.28	./distfold-jobs/output-1d0qA/1d0qA_19.pdb
0.2526	9.47	24.75	./distfold-jobs/output-1d0qA/1d0qA_model4.pdb
0.2591	9.21	26.96	./distfold-jobs/output-1d0qA/1d0qA_model2.pdb
0.2623	12.14	24.02	./distfold-jobs/output-1d0qA/1d0qA_15.pdb
0.2630	9.36	27.21	./distfold-jobs/output-1d0qA/1d0qA_16.pdb
0.2667	12.45	25.00	./distfold-jobs/output-1d0qA/1d0qA_18.pdb
0.2684	10.16	27.94	./distfold-jobs/output-1d0qA/1d0qA_model5.pdb
0.2805	9.19	28.19	./distfold-jobs/output-1d0qA/1d0qA_model1.pdb
0.2850	9.07	28.19	./distfold-jobs/output-1d0qA/1d0qA_2.pdb
0.2850	10.72	27.94	./distfold-jobs/output-1d0qA/1d0qA_8.pdb
0.2867	8.59	28.43	./distfold-jobs/output-1d0qA/1d0qA_13.pdb
0.2892	9.06	28.68	./distfold-jobs/output-1d0qA/1d0qA_12.pdb
0.2989	9.40	28.43	./distfold-jobs/output-1d0qA/1d0qA_model3.pdb
0.2997	8.85	28.43	./distfold-jobs/output-1d0qA/1d0qA_9.pdb
0.3452	9.62	32.11	./distfold-jobs/output-1d0qA/1d0qA_20.pdb
1d1qA
TM	RMSD	GDTTS	MODEL
0.0794	93.84	7.86	./distfold-jobs/output-1d1qA/extended.pdb
0.2456	16.38	21.07	./distfold-jobs/output-1d1qA/1d1qA_20.pdb
0.2513	17.02	19.34	./distfold-jobs/output-1d1qA/1d1qA_19.pdb
0.2552	17.72	19.50	./distfold-jobs/output-1d1qA/1d1qA_17.pdb
0.2586	17.50	20.13	./distfold-jobs/output-1d1qA/1d1qA_1.pdb
0.3691	8.77	28.30	./distfold-jobs/output-1d1qA/1d1qA_6.pdb
0.3937	9.17	28.93	./distfold-jobs/output-1d1qA/1d1qA_8.pdb
0.3957	8.93	28.93	./distfold-jobs/output-1d1qA/1d1qA_14.pdb
0.3973	8.82	28.77	./distfold-jobs/output-1d1qA/1d1qA_7.pdb
0.4108	8.74	31.60	./distfold-jobs/output-1d1qA/1d1qA_13.pdb
0.4143	8.80	29.87	./distfold-jobs/output-1d1qA/1d1qA_12.pdb
0.4144	8.56	30.03	./distfold-jobs/output-1d1qA/1d1qA_3.pdb
0.4159	8.73	30.19	./distfold-jobs/output-1d1qA/1d1qA_model4.pdb
0.4167	8.56	31.13	./distfold-jobs/output-1d1qA/1d1qA_10.pdb
0.4296	8.27	32.70	./distfold-jobs/output-1d1qA/1d1qA_model5.pdb
0.4344	7.95	32.86	./distfold-jobs/output-1d1qA/1d1qA_5.pdb
0.4417	7.74	32.55	./distfold-jobs/output-1d1qA/1d1qA_model2.pdb
0.4436	7.63	33.02	./distfold-jobs/output-1d1qA/1d1qA_model3.pdb
0.4442	7.81	32.39	./distfold-jobs/output-1d1qA/1d1qA_15.pdb
0.4465	7.15	34.43	./distfold-jobs/output-1d1qA/1d1qA_16.pdb
0.4584	7.09	33.33	./distfold-jobs/output-1d1qA/1d1qA_model1.pdb
1d4oA
TM	RMSD	GDTTS	MODEL
0.0760	96.59	6.64	./distfold-jobs/output-1d4oA/extended.pdb
0.1892	19.77	13.56	./distfold-jobs/output-1d4oA/1d4oA_14.pdb
0.1897	19.16	13.56	./distfold-jobs/output-1d4oA/1d4oA_model2.pdb
0.1980	17.44	13.70	./distfold-jobs/output-1d4oA/1d4oA_1.pdb
0.2024	19.28	14.12	./distfold-jobs/output-1d4oA/1d4oA_6.pdb
0.2066	19.01	13.84	./distfold-jobs/output-1d4oA/1d4oA_4.pdb
0.2090	19.28	15.11	./distfold-jobs/output-1d4oA/1d4oA_13.pdb
0.2327	18.46	15.96	./distfold-jobs/output-1d4oA/1d4oA_8.pdb
0.2490	18.18	17.23	./distfold-jobs/output-1d4oA/1d4oA_model3.pdb
0.2770	13.13	18.64	./distfold-jobs/output-1d4oA/1d4oA_12.pdb
0.2892	12.66	19.92	./distfold-jobs/output-1d4oA/1d4oA_11.pdb
0.2916	13.53	19.92	./distfold-jobs/output-1d4oA/1d4oA_model1.pdb
0.2964	13.59	19.92	./distfold-jobs/output-1d4oA/1d4oA_20.pdb
0.3164	13.87	21.75	./distfold-jobs/output-1d4oA/1d4oA_model4.pdb
0.3172	10.64	21.05	./distfold-jobs/output-1d4oA/1d4oA_19.pdb
0.3181	12.02	20.34	./distfold-jobs/output-1d4oA/1d4oA_10.pdb
0.3185	11.84	21.89	./distfold-jobs/output-1d4oA/1d4oA_7.pdb
0.3227	14.56	21.89	./distfold-jobs/output-1d4oA/1d4oA_3.pdb
0.3238	10.94	21.19	./distfold-jobs/output-1d4oA/1d4oA_model5.pdb
0.3278	12.61	21.75	./distfold-jobs/output-1d4oA/1d4oA_2.pdb
0.3470	16.69	22.60	./distfold-jobs/output-1d4oA/1d4oA_5.pdb
1dbxA
TM	RMSD	GDTTS	MODEL
0.0832	85.56	7.40	./distfold-jobs/output-1dbxA/extended.pdb
0.1936	18.70	14.64	./distfold-jobs/output-1dbxA/1dbxA_model4.pdb
0.1995	18.14	15.46	./distfold-jobs/output-1dbxA/1dbxA_16.pdb
0.2051	18.31	14.97	./distfold-jobs/output-1dbxA/1dbxA_15.pdb
0.2069	17.46	15.46	./distfold-jobs/output-1dbxA/1dbxA_model3.pdb
0.2100	17.66	16.12	./distfold-jobs/output-1dbxA/1dbxA_2.pdb
0.2107	17.03	15.30	./distfold-jobs/output-1dbxA/1dbxA_model5.pdb
0.2143	17.16	15.79	./distfold-jobs/output-1dbxA/1dbxA_5.pdb
0.2160	17.13	16.45	./distfold-jobs/output-1dbxA/1dbxA_6.pdb
0.2199	17.22	16.45	./distfold-jobs/output-1dbxA/1dbxA_model1.pdb
0.2239	16.91	16.94	./distfold-jobs/output-1dbxA/1dbxA_14.pdb
0.2335	17.14	17.27	./distfold-jobs/output-1dbxA/1dbxA_13.pdb
0.2461	16.81	18.26	./distfold-jobs/output-1dbxA/1dbxA_9.pdb
0.2488	12.91	17.93	./distfold-jobs/output-1dbxA/1dbxA_model2.pdb
0.2512	12.90	17.93	./distfold-jobs/output-1dbxA/1dbxA_12.pdb
0.2533	12.22	19.08	./distfold-jobs/output-1dbxA/1dbxA_19.pdb
0.2548	12.49	18.91	./distfold-jobs/output-1dbxA/1dbxA_17.pdb
0.2692	12.52	19.41	./distfold-jobs/output-1dbxA/1dbxA_8.pdb
0.2716	11.30	19.74	./distfold-jobs/output-1dbxA/1dbxA_11.pdb
0.2842	10.83	20.89	./distfold-jobs/output-1dbxA/1dbxA_18.pdb
0.2845	10.64	20.39	./distfold-jobs/output-1dbxA/1dbxA_3.pdb
1dixA
TM	RMSD	GDTTS	MODEL
0.0786	113.30	6.37	./distfold-jobs/output-1dixA/extended.pdb
0.1427	28.66	9.98	./distfold-jobs/output-1dixA/1dixA_11.pdb
0.1462	27.58	10.10	./distfold-jobs/output-1dixA/1dixA_8.pdb
0.1597	27.95	10.46	./distfold-jobs/output-1dixA/1dixA_16.pdb
0.1687	26.95	11.30	./distfold-jobs/output-1dixA/1dixA_model5.pdb
0.1690	25.44	10.94	./distfold-jobs/output-1dixA/1dixA_6.pdb
0.1727	25.93	11.30	./distfold-jobs/output-1dixA/1dixA_model1.pdb
0.1765	26.65	12.38	./distfold-jobs/output-1dixA/1dixA_20.pdb
0.1780	23.37	11.54	./distfold-jobs/output-1dixA/1dixA_12.pdb
0.1837	24.27	13.46	./distfold-jobs/output-1dixA/1dixA_18.pdb
0.1841	23.53	11.90	./distfold-jobs/output-1dixA/1dixA_1.pdb
0.1864	26.11	13.34	./distfold-jobs/output-1dixA/1dixA_15.pdb
0.1864	22.52	12.02	./distfold-jobs/output-1dixA/1dixA_9.pdb
0.1876	24.56	12.86	./distfold-jobs/output-1dixA/1dixA_4.pdb
0.1888	26.43	12.62	./distfold-jobs/output-1dixA/1dixA_14.pdb
0.1889	23.89	12.38	./distfold-jobs/output-1dixA/1dixA_17.pdb
0.1902	23.57	11.54	./distfold-jobs/output-1dixA/1dixA_model3.pdb
0.2031	26.94	13.70	./distfold-jobs/output-1dixA/1dixA_model4.pdb
0.2040	24.36	12.50	./distfold-jobs/output-1dixA/1dixA_model2.pdb
0.2104	21.43	14.42	./distfold-jobs/output-1dixA/1dixA_19.pdb
0.2189	25.18	13.22	./distfold-jobs/output-1dixA/1dixA_2.pdb
1dlwA
TM	RMSD	GDTTS	MODEL
0.0949	63.59	9.48	./distfold-jobs/output-1dlwA/extended.pdb
0.2193	14.41	22.41	./distfold-jobs/output-1dlwA/1dlwA_16.pdb
0.2311	15.54	23.06	./distfold-jobs/output-1dlwA/1dlwA_9.pdb
0.2321	14.27	22.84	./distfold-jobs/output-1dlwA/1dlwA_2.pdb
0.2378	14.32	25.22	./distfold-jobs/output-1dlwA/1dlwA_11.pdb
0.2412	14.12	23.49	./distfold-jobs/output-1dlwA/1dlwA_20.pdb
0.2492	12.73	25.43	./distfold-jobs/output-1dlwA/1dlwA_12.pdb
0.2531	14.06	23.92	./distfold-jobs/output-1dlwA/1dlwA_19.pdb
0.2535	13.98	25.65	./distfold-jobs/output-1dlwA/1dlwA_6.pdb
0.2566	14.57	24.35	./distfold-jobs/output-1dlwA/1dlwA_3.pdb
